play_no,round,investment,age,propose_rule,agree_rule,reject_rule,argue,praises,complains,propose_punish,propose_reward,sample_vill,site_ID,playerid,edu,sex,role_yn,cont_lab,cont_money,reci_wat,crop_choice,dist_field,total_help,fes_village,treat,payment_form,position_game,disclosure,communication,L1_propose_rule,L1_agree_rule,L1_reject_rule,L1_praises,L1_argue,L1_propose_punish,L1_propose_reward,L1_propose_reward_others,L1_reject_rule_others,L1_agree_rule_others,L1_propose_rule_others,L1_propose_punish_others,L1_argue_others,L1_investment,aver_inv_other,L1_aver_inv_other,other_group_inv,wheat_choice_others,L1_wheat_choice_others,L1_crop_choice,L1_wheat_choice_other_group,damforfarming,otherinvestedmore,L1_otherinvestedmore
1,1,2500,20,0,0,0,0,0,0,0,0,1,28,3701,2,0,1,0,0,0,1,6,1,1,0,1,7,0,0,,,,,,,,,,,,,,,2450,,14900,0,,,,0,0,
13,1,2900,20,0,0,0,0,0,0,0,0,1,28,3713,2,1,0,0,0,0,1,10,3,1,0,1,2,0,0,,,,,,,,,,,,,,,2500,,14900,0,,,,0,0,
2,1,2800,42,0,0,0,0,0,0,0,0,1,28,3702,2,1,1,0,0,0,1,13,1,1,0,1,6,0,0,,,,,,,,,,,,,,,2500,,14900,0,,,,0,0,
11,1,3000,20,0,0,0,0,0,0,0,0,1,28,3711,2,1,0,0,0,1,1,1,1,1,0,1,4,0,0,,,,,,,,,,,,,,,2500,,14900,0,,,,0,0,
6,1,2400,20,0,0,0,0,0,0,0,0,1,28,3706,3,1,0,0,0,0,1,12,1,1,0,1,2,0,0,,,,,,,,,,,,,,,2066.667,,17500,1,,,,0,1,
8,1,2500,44,0,0,0,0,0,0,0,0,1,28,3708,2,1,0,0,0,0,1,4,1,1,0,1,7,0,0,,,,,,,,,,,,,,,2116.667,,17500,1,,,,0,1,
3,1,2300,19,0,0,0,0,0,0,0,0,1,28,3703,2,1,0,0,0,0,1,12,0,1,0,1,5,0,0,,,,,,,,,,,,,,,2500,,14900,0,,,,0,0,
7,1,500,28,0,0,0,0,0,0,0,0,1,28,3707,2,1,0,1,0,0,1,8,0,1,0,1,1,0,0,,,,,,,,,,,,,,,2066.667,,17500,1,,,,0,1,
4,1,2100,30,0,0,0,0,0,0,0,0,1,28,3704,2,1,0,0,0,0,0,8,2,1,0,1,4,0,0,,,,,,,,,,,,,,,2066.667,,17500,1,,,,0,1,
12,1,2000,22,0,0,0,0,0,0,0,0,1,28,3712,3,0,1,0,0,0,1,10,0,1,0,1,3,0,0,,,,,,,,,,,,,,,2500,,14900,0,,,,0,0,
10,1,2500,20,0,0,0,0,0,0,0,0,1,28,3710,3,1,1,0,0,0,1,9,0,1,0,1,5,0,0,,,,,,,,,,,,,,,2066.667,,17500,1,,,,0,1,
9,1,2200,27,0,0,0,0,0,0,0,0,1,28,3709,2,0,0,0,0,0,1,6,1,1,0,1,6,0,0,,,,,,,,,,,,,,,2066.667,,17500,1,,,,0,1,
14,1,2000,21,0,0,0,0,0,0,0,0,1,28,3714,3,1,0,0,0,0,1,20,1,1,0,1,1,0,0,,,,,,,,,,,,,,,2500,,14900,0,,,,0,0,
4,2,1200,30,0,0,0,0,0,0,0,0,1,28,3704,2,1,0,0,0,0,0,8,2,1,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2100,1533.333,2066.667,13900,4,1,0,0,0,1,1
12,2,1000,22,0,0,0,0,0,0,0,0,1,28,3712,3,0,1,0,0,0,0,10,0,1,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,2000,1866.667,2500,11900,1,0,1,1,0,0,0
1,2,2700,20,0,0,0,0,0,0,0,0,1,28,3701,2,0,1,0,0,0,1,6,1,1,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2500,2066.667,2450,11900,1,0,1,1,0,0,0
7,2,1000,28,0,0,0,0,0,0,0,0,1,28,3707,2,1,0,1,0,0,0,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,500,1533.333,2066.667,13900,4,1,1,0,0,1,1
8,2,2700,44,0,0,0,0,0,0,0,0,1,28,3708,2,1,0,0,0,0,1,4,1,1,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2500,1550,2116.667,13900,3,1,1,0,0,1,1
3,2,2400,19,0,0,0,0,0,0,0,0,1,28,3703,2,1,0,0,0,0,1,12,0,1,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,2300,1866.667,2500,11900,1,0,1,1,0,0,0
5,2,2900,23,0,0,0,0,0,0,0,0,1,28,3705,2,0,1,0,0,0,0,8,2,1,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,2700,1533.333,2066.667,13900,4,1,1,0,0,1,1
9,2,2600,27,0,0,0,0,0,0,0,0,1,28,3709,2,0,0,0,0,0,0,6,1,1,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,2200,1533.333,2066.667,13900,4,1,1,0,0,1,1
11,2,1500,20,0,0,0,0,0,0,0,0,1,28,3711,2,1,0,0,0,1,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,3000,1866.667,2500,11900,1,0,1,1,0,0,0
2,2,1500,42,0,0,0,0,0,0,0,0,1,28,3702,2,1,1,0,0,0,1,13,1,1,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,2800,1866.667,2500,11900,1,0,1,1,0,0,0
14,2,2000,21,0,0,0,0,0,0,0,0,1,28,3714,3,1,0,0,0,0,1,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,2000,1866.667,2500,11900,1,0,1,1,0,0,0
6,2,1000,20,0,0,0,0,0,0,0,0,1,28,3706,3,1,0,0,0,0,1,12,1,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,2400,1533.333,2066.667,13900,4,1,1,0,0,1,1
13,2,2800,20,0,0,0,0,0,0,0,0,1,28,3713,2,1,0,0,0,0,1,10,3,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,2900,1866.667,2500,11900,1,0,1,1,0,0,0
10,2,500,20,0,0,0,0,0,0,0,0,1,28,3710,3,1,1,0,0,0,1,9,0,1,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,2500,1533.333,2066.667,13900,4,1,1,0,0,1,1
3,3,1200,19,0,0,0,0,0,0,0,0,1,28,3703,2,1,0,0,0,0,1,12,0,1,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,2400,2116.667,1866.667,16900,0,1,1,4,0,1,0
8,3,2500,44,0,0,0,0,0,0,0,0,1,28,3708,2,1,0,0,0,0,0,4,1,1,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2700,2350,1550,15200,2,3,1,1,0,0,1
7,3,1500,28,0,0,0,0,0,0,0,0,1,28,3707,2,1,0,1,0,0,1,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,1000,2400,1533.333,15200,2,4,0,1,0,0,1
14,3,1500,21,0,0,0,0,0,0,0,0,1,28,3714,3,1,0,0,0,0,1,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,2000,2116.667,1866.667,16900,0,1,1,4,0,1,0
2,3,3000,42,0,0,0,0,0,0,0,0,1,28,3702,2,1,1,0,0,0,1,13,1,1,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,1500,2116.667,1866.667,16900,0,1,1,4,0,1,0
11,3,2500,20,0,0,0,0,0,0,0,0,1,28,3711,2,1,0,0,0,1,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,1500,2116.667,1866.667,16900,0,1,1,4,0,1,0
9,3,2800,27,0,0,0,0,0,0,0,0,1,28,3709,2,0,0,0,0,0,0,6,1,1,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,2600,2400,1533.333,15200,2,4,0,1,0,0,1
12,3,1600,22,0,0,0,0,0,0,0,0,1,28,3712,3,0,1,0,0,0,1,10,0,1,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,1000,2116.667,1866.667,16900,0,1,0,4,0,1,0
1,3,2500,20,0,0,0,0,0,0,0,0,1,28,3701,2,0,1,0,0,0,1,6,1,1,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2700,2033.333,2066.667,16900,0,1,1,4,0,1,0
5,3,2900,23,0,0,0,0,0,0,0,0,1,28,3705,2,0,1,0,0,0,1,8,2,1,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,2900,2400,1533.333,15200,2,4,0,1,0,0,1
10,3,2900,20,0,0,0,0,0,0,0,0,1,28,3710,3,1,1,0,0,0,1,9,0,1,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,500,2400,1533.333,15200,2,4,1,1,0,0,1
4,3,1500,30,0,0,0,0,0,0,0,0,1,28,3704,2,1,0,0,0,0,0,8,2,1,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,1200,2400,1533.333,15200,2,4,0,1,0,0,1
6,3,2800,20,0,0,0,0,0,0,0,0,1,28,3706,3,1,0,0,0,0,1,12,1,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,1000,2400,1533.333,15200,2,4,1,1,0,0,1
13,3,2900,20,0,0,0,0,0,0,0,0,1,28,3713,2,1,0,0,0,0,1,10,3,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,2800,2116.667,1866.667,16900,0,1,1,4,0,1,0
6,4,2600,20,0,0,0,0,0,0,0,0,1,28,3706,3,1,0,0,0,0,1,12,1,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,2800,2566.667,2400,16900,3,2,1,0,0,0,0
5,4,3000,23,0,0,0,0,0,0,0,0,1,28,3705,2,0,1,0,0,0,0,8,2,1,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,2900,2566.667,2400,16900,3,2,1,0,0,0,0
9,4,2900,27,0,0,0,0,0,0,0,0,1,28,3709,2,0,0,0,0,0,0,6,1,1,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,2800,2566.667,2400,16900,3,2,0,0,0,0,0
1,4,2600,20,0,0,0,0,0,0,0,0,1,28,3701,2,0,1,0,0,0,1,6,1,1,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2500,2350,2033.333,18300,0,0,1,3,0,1,1
4,4,2500,30,0,0,0,0,0,0,0,0,1,28,3704,2,1,0,0,0,0,1,8,2,1,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,1500,2566.667,2400,16900,3,2,0,0,0,0,0
8,4,2900,44,0,0,0,0,0,0,0,0,1,28,3708,2,1,0,0,0,0,1,4,1,1,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2500,2566.667,2350,16900,2,2,0,0,0,0,0
3,4,2300,19,0,0,0,0,0,0,0,0,1,28,3703,2,1,0,0,0,0,1,12,0,1,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,1200,2383.333,2116.667,18300,0,0,1,3,0,1,1
11,4,2800,20,0,0,0,0,0,0,0,0,1,28,3711,2,1,0,0,0,1,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2500,2383.333,2116.667,18300,0,0,1,3,0,1,1
7,4,1500,28,0,0,0,0,0,0,0,0,1,28,3707,2,1,0,1,0,0,0,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,1500,2566.667,2400,16900,3,2,1,0,0,0,0
10,4,2900,20,0,0,0,0,0,0,0,0,1,28,3710,3,1,1,0,0,0,1,9,0,1,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,2900,2566.667,2400,16900,3,2,1,0,0,0,0
13,4,2900,20,0,0,0,0,0,0,0,0,1,28,3713,2,1,0,0,0,0,1,10,3,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,2900,2383.333,2116.667,18300,0,0,1,3,0,1,1
2,4,2800,42,0,0,0,0,0,0,0,0,1,28,3702,2,1,1,0,0,0,1,13,1,1,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,3000,2383.333,2116.667,18300,0,0,1,3,0,1,1
14,4,1000,21,0,0,0,0,0,0,0,0,1,28,3714,3,1,0,0,0,0,1,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,1500,2383.333,2116.667,18300,0,0,1,3,0,1,1
12,4,2500,22,0,0,0,0,0,0,0,0,1,28,3712,3,0,1,0,0,0,1,10,0,1,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,1600,2383.333,2116.667,18300,0,0,1,3,0,1,1
3,5,2500,19,0,0,0,0,0,0,0,0,1,28,3703,2,1,0,0,0,0,1,12,0,1,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,2300,2250,2383.333,15600,0,0,1,3,0,1,1
4,5,2600,30,0,0,0,0,0,0,0,0,1,28,3704,2,1,0,0,0,0,1,8,2,1,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2500,2183.333,2566.667,13800,0,3,1,0,0,0,0
14,5,2500,21,0,0,0,0,0,0,0,0,1,28,3714,3,1,0,0,0,0,1,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,1000,2250,2383.333,15600,0,0,1,3,0,1,1
13,5,2800,20,0,0,0,0,0,0,0,0,1,28,3713,2,1,0,0,0,0,1,10,3,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,2900,2250,2383.333,15600,0,0,1,3,0,1,1
1,5,300,20,0,0,0,0,0,0,0,0,1,28,3701,2,0,1,0,0,0,1,6,1,1,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2600,1883.333,2350,15600,0,0,1,3,0,1,1
5,5,3000,23,0,0,0,0,0,0,0,0,1,28,3705,2,0,1,0,0,0,1,8,2,1,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,3000,2183.333,2566.667,13800,0,3,0,0,0,0,0
6,5,2900,20,0,0,0,0,0,0,0,0,1,28,3706,3,1,0,0,0,0,1,12,1,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,2600,2183.333,2566.667,13800,0,3,1,0,0,0,0
7,5,2000,28,0,0,0,0,0,0,0,0,1,28,3707,2,1,0,1,0,0,1,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,1500,2183.333,2566.667,13800,0,3,0,0,0,0,0
11,5,1600,20,0,0,0,0,0,0,0,0,1,28,3711,2,1,0,0,0,1,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,2800,2250,2383.333,15600,0,0,1,3,0,1,1
12,5,1600,22,0,0,0,0,0,0,0,0,1,28,3712,3,0,1,0,0,0,1,10,0,1,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,2500,2250,2383.333,15600,0,0,1,3,0,1,1
8,5,2500,44,0,0,0,0,0,0,0,0,1,28,3708,2,1,0,0,0,0,1,4,1,1,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,2900,2566.667,2566.667,13800,0,2,1,0,0,0,0
10,5,2400,20,0,0,0,0,0,0,0,0,1,28,3710,3,1,1,0,0,0,1,9,0,1,0,1,5,0,0,0,0,0,0,0,0,0,,,,,,,2900,2183.333,2566.667,13800,0,3,1,0,0,0,0
2,5,2500,42,0,0,0,0,0,0,0,0,1,28,3702,2,1,1,0,0,0,1,13,1,1,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,2800,2250,2383.333,15600,0,0,1,3,0,1,1
9,5,200,27,0,0,0,0,0,0,0,0,1,28,3709,2,0,0,0,0,0,1,6,1,1,0,1,6,0,0,0,0,0,0,0,0,0,,,,,,,2900,2183.333,2566.667,13800,0,3,0,0,0,0,0
6,6,2500,20,0,1,0,0,0,0,0,0,1,28,3706,3,1,0,0,0,0,1,12,1,1,1,1,2,1,0,0,0,0,0,0,0,0,,,,,,,2900,2083.333,2183.333,14200,1,0,1,0,0,1,0
2,6,2900,42,0,0,0,0,0,0,0,0,1,28,3702,2,1,1,0,0,0,1,13,1,1,1,1,6,1,0,0,0,0,0,0,0,0,,,,,,,2500,2250,2250,13600,0,0,1,0,0,0,1
14,6,2600,21,0,0,0,0,0,0,0,0,1,28,3714,3,1,0,0,0,0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,2500,2250,2250,13600,0,0,1,0,0,0,1
10,6,2500,20,1,2,0,1,1,0,0,0,1,28,3710,3,1,1,0,0,0,1,9,0,1,1,1,5,1,0,0,0,0,0,0,0,0,,,,,,,2400,2083.333,2183.333,14200,1,0,1,0,0,1,0
5,6,1000,23,1,3,0,1,0,0,0,0,1,28,3705,2,0,1,0,0,0,1,8,2,1,1,1,3,1,0,0,0,0,0,0,0,0,,,,,,,3000,2083.333,2183.333,14200,1,0,1,0,0,1,0
13,6,1100,20,0,0,0,0,2,0,0,0,1,28,3713,2,1,0,0,0,0,1,10,3,1,1,1,2,1,0,0,0,0,0,0,0,0,,,,,,,2800,2250,2250,13600,0,0,1,0,0,0,1
4,6,2700,30,1,1,1,0,0,0,0,0,1,28,3704,2,1,0,0,0,0,0,8,2,1,1,1,4,1,0,0,0,0,0,0,0,0,,,,,,,2600,2083.333,2183.333,14200,1,0,1,0,0,1,0
7,6,2600,28,1,1,0,1,1,0,0,0,1,28,3707,2,1,0,1,0,0,1,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,2000,2083.333,2183.333,14200,1,0,1,0,0,1,0
11,6,2500,20,0,0,0,0,0,0,0,0,1,28,3711,2,1,0,0,0,1,1,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,,,,,,,1600,2250,2250,13600,0,0,1,0,0,0,1
8,6,1100,44,2,3,0,1,1,0,0,0,1,28,3708,2,1,0,0,0,0,0,4,1,1,1,1,7,1,0,0,0,0,0,0,0,0,,,,,,,2500,2066.667,2566.667,14200,2,0,1,0,0,1,0
12,6,2800,22,0,3,0,0,0,0,0,0,1,28,3712,3,0,1,0,0,0,1,10,0,1,1,1,3,1,0,0,0,0,0,0,0,0,,,,,,,1600,2250,2250,13600,0,0,1,0,0,0,1
9,6,1200,27,0,0,1,0,0,0,0,0,1,28,3709,2,0,0,0,0,0,1,6,1,1,1,1,6,1,0,0,0,0,0,0,0,0,,,,,,,200,2083.333,2183.333,14200,1,0,1,0,0,1,0
1,6,700,20,1,0,0,0,0,0,0,0,1,28,3701,2,0,1,0,0,0,1,6,1,1,1,1,7,1,0,0,0,0,0,0,0,0,,,,,,,300,1883.333,1883.333,13600,0,0,1,0,0,0,1
3,6,1600,19,0,0,0,1,0,0,0,0,1,28,3703,2,1,0,0,0,0,1,12,0,1,1,1,5,1,0,0,0,0,0,0,0,0,,,,,,,2500,2250,2250,13600,0,0,1,0,0,0,1
14,7,2500,21,0,0,0,0,0,0,0,0,1,28,3714,3,1,0,0,0,0,1,20,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2600,2366.667,2250,13600,0,0,1,2,0,0,0
13,7,1400,20,0,0,0,0,2,0,0,0,1,28,3713,2,1,0,0,0,0,1,10,3,1,1,1,2,1,1,0,0,0,2,0,0,0,0,0,3,0,0,1,1100,2366.667,2250,13600,0,0,1,2,0,0,0
7,7,2500,28,2,3,0,1,2,0,0,0,1,28,3707,2,1,0,1,0,0,1,8,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,2,8,4,0,3,2600,1933.333,2083.333,16700,0,1,1,0,0,1,1
10,7,2500,20,1,2,0,1,0,0,0,0,1,28,3710,3,1,1,0,0,0,1,9,0,1,1,1,5,1,1,1,2,0,1,1,0,0,0,2,8,4,0,3,2500,1933.333,2083.333,16700,0,1,1,0,0,1,1
9,7,2500,27,0,0,1,0,0,0,0,0,1,28,3709,2,0,0,0,0,0,1,6,1,1,1,1,6,1,1,0,0,1,0,0,0,0,0,2,8,4,0,3,1200,1933.333,2083.333,16700,0,1,1,0,0,1,1
3,7,2900,19,2,0,0,0,0,0,0,0,1,28,3703,2,1,0,0,0,0,1,12,0,1,1,1,5,1,1,0,0,0,0,1,0,0,0,0,3,0,0,1,1600,2366.667,2250,13600,0,0,1,2,0,0,0
11,7,2500,20,0,5,0,0,0,0,0,0,1,28,3711,2,1,0,0,0,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2500,2366.667,2250,13600,0,0,1,2,0,0,0
1,7,2500,20,0,0,0,0,0,0,0,0,1,28,3701,2,0,1,0,0,0,1,6,1,1,1,1,7,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,700,2366.667,1883.333,13600,0,0,1,2,0,0,0
4,7,300,30,1,1,0,0,0,0,0,0,1,28,3704,2,1,0,0,0,0,1,8,2,1,1,1,4,1,1,1,1,1,0,0,0,0,0,2,8,4,0,3,2700,1933.333,2083.333,16700,0,1,0,0,0,1,1
6,7,2700,20,1,1,0,0,0,0,0,0,1,28,3706,3,1,0,0,0,0,1,12,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,8,4,0,3,2500,1933.333,2083.333,16700,0,1,1,0,0,1,1
2,7,2500,42,0,0,0,0,0,0,1,0,1,28,3702,2,1,1,0,0,0,1,13,1,1,1,1,6,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2900,2366.667,2250,13600,0,0,1,2,0,0,0
12,7,2400,22,0,0,0,1,0,0,0,0,1,28,3712,3,0,1,0,0,0,1,10,0,1,1,1,3,1,1,0,3,0,0,0,0,0,0,0,3,0,0,1,2800,2366.667,2250,13600,0,0,1,2,0,0,0
8,7,2000,44,1,2,0,1,0,0,0,0,1,28,3708,2,1,0,0,0,0,1,4,1,1,1,1,7,1,1,2,3,0,1,1,0,0,0,1,11,6,0,4,1100,1850,2066.667,16700,0,2,0,0,0,1,1
5,7,1100,23,1,1,0,0,0,0,0,0,1,28,3705,2,0,1,0,0,0,1,8,2,1,1,1,3,1,1,1,3,0,0,1,0,0,0,2,8,4,0,3,1000,1933.333,2083.333,16700,0,1,1,0,0,1,1
9,8,2900,27,1,2,0,0,0,0,0,0,1,28,3709,2,0,0,0,0,0,1,6,1,1,1,1,6,1,1,0,0,1,0,0,0,0,0,1,8,6,0,2,2500,2533.333,1933.333,16400,0,0,1,0,0,0,1
2,8,2300,42,0,0,0,0,0,0,0,0,1,28,3702,2,1,1,0,0,0,1,13,1,1,1,1,6,1,1,0,0,0,0,0,1,0,0,0,5,2,1,1,2500,2350,2366.667,17700,0,0,1,0,0,1,0
1,8,2300,20,3,0,0,0,0,0,0,0,1,28,3701,2,0,1,0,0,0,1,6,1,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,5,2,0,1,2500,2350,2366.667,17700,0,0,1,0,0,1,0
14,8,2300,21,0,0,0,0,0,0,0,0,1,28,3714,3,1,0,0,0,0,1,20,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,2,1,1,2500,2350,2366.667,17700,0,0,1,0,0,1,0
5,8,2100,23,0,1,1,0,0,0,0,0,1,28,3705,2,0,1,0,0,0,1,8,2,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,8,6,0,2,1100,2533.333,1933.333,16400,0,0,1,0,0,0,1
8,8,2500,44,1,2,0,0,1,0,0,0,1,28,3708,2,1,0,0,0,0,1,4,1,1,1,1,7,1,1,1,2,0,0,1,0,0,0,0,10,7,0,3,2000,2466.667,1850,16400,0,0,1,0,0,0,1
7,8,2500,28,1,2,0,0,1,0,0,0,1,28,3707,2,1,0,1,0,0,1,8,0,1,1,1,1,1,1,2,3,0,2,1,0,0,0,1,8,6,0,2,2500,2533.333,1933.333,16400,0,0,1,0,0,0,1
11,8,2300,20,0,0,0,1,0,0,0,0,1,28,3711,2,1,0,0,0,1,1,1,1,1,1,1,4,1,1,0,5,0,0,0,0,0,0,0,5,2,1,1,2500,2350,2366.667,17700,0,0,1,0,0,1,0
10,8,2500,20,1,1,0,0,0,0,0,0,1,28,3710,3,1,1,0,0,0,1,9,0,1,1,1,5,1,1,1,2,0,0,1,0,0,0,1,8,6,0,2,2500,2533.333,1933.333,16400,0,0,1,0,0,0,1
13,8,2300,20,0,6,0,0,0,0,0,0,1,28,3713,2,1,0,0,0,0,1,10,3,1,1,1,2,1,1,0,0,0,2,0,0,0,0,0,5,2,1,1,1400,2350,2366.667,17700,0,0,1,0,0,1,0
3,8,2300,19,0,0,0,0,0,0,0,0,1,28,3703,2,1,0,0,0,0,1,12,0,1,1,1,5,1,1,2,0,0,0,0,0,0,0,0,5,2,1,1,2900,2350,2366.667,17700,0,0,1,0,0,1,0
4,8,2500,30,1,3,0,0,1,0,0,0,1,28,3704,2,1,0,0,0,0,1,8,2,1,1,1,4,1,1,1,1,0,0,0,0,0,0,1,8,6,0,2,300,2533.333,1933.333,16400,0,0,1,0,0,0,1
12,8,2600,22,0,0,0,0,2,0,0,0,1,28,3712,3,0,1,0,0,0,1,10,0,1,1,1,3,1,1,0,0,0,0,1,0,0,0,0,5,2,1,1,2400,2350,2366.667,17700,0,0,1,0,0,1,0
6,8,2700,20,1,2,0,0,0,0,0,0,1,28,3706,3,1,0,0,0,0,1,12,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,8,6,0,2,2700,2533.333,1933.333,16400,0,0,1,0,0,0,1
7,9,2300,28,1,3,0,0,1,0,0,0,1,28,3707,2,1,0,1,0,0,1,8,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,11,5,0,0,2500,2250,2533.333,16100,0,0,1,0,0,1,0
8,9,2100,44,1,3,0,0,1,0,0,0,1,28,3708,2,1,0,0,0,0,1,4,1,1,1,1,7,1,1,1,2,0,1,0,0,0,0,1,11,5,0,0,2500,2216.667,2466.667,16100,0,0,1,0,0,1,0
14,9,2300,21,0,0,0,0,0,0,0,0,1,28,3714,3,1,0,0,0,0,1,20,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,2300,2300,2350,15600,0,0,1,0,0,0,1
3,9,2300,19,1,0,0,0,0,0,0,0,1,28,3703,2,1,0,0,0,0,1,12,0,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,2300,2300,2350,15600,0,0,1,0,0,0,1
9,9,2300,27,1,2,0,0,1,0,0,0,1,28,3709,2,0,0,0,0,0,1,6,1,1,1,1,6,1,1,1,2,0,0,0,0,0,0,1,11,5,0,0,2900,2250,2533.333,16100,0,0,1,0,0,1,0
13,9,2300,20,0,0,0,2,0,0,0,0,1,28,3713,2,1,0,0,0,0,1,10,3,1,1,1,2,1,1,0,6,0,0,0,0,0,0,0,6,0,0,1,2300,2300,2350,15600,0,0,1,0,0,0,1
6,9,2200,20,1,1,0,0,0,0,0,0,1,28,3706,3,1,0,0,0,0,1,12,1,1,1,1,2,1,1,1,2,0,0,0,0,0,0,1,11,5,0,0,2700,2250,2533.333,16100,0,0,1,0,0,1,0
5,9,2200,23,1,2,0,0,0,0,0,0,1,28,3705,2,0,1,0,0,0,1,8,2,1,1,1,3,1,1,0,1,1,0,0,0,0,0,1,11,5,0,0,2100,2250,2533.333,16100,0,0,1,0,0,1,0
1,9,2300,20,0,0,0,0,2,0,0,0,1,28,3701,2,0,1,0,0,0,1,6,1,1,1,1,7,1,1,3,0,0,0,0,0,0,0,0,6,3,0,1,2300,2300,2350,15600,0,0,1,0,0,0,1
2,9,2300,42,0,0,0,0,0,0,0,0,1,28,3702,2,1,1,0,0,0,1,13,1,1,1,1,6,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,2300,2300,2350,15600,0,0,1,0,0,0,1
4,9,2200,30,1,1,0,0,0,0,0,0,1,28,3704,2,1,0,0,0,0,1,8,2,1,1,1,4,1,1,1,3,0,1,0,0,0,0,1,11,5,0,0,2500,2250,2533.333,16100,0,0,1,0,0,1,0
12,9,2300,22,0,0,0,0,0,0,0,0,1,28,3712,3,0,1,0,0,0,1,10,0,1,1,1,3,1,1,0,0,0,2,0,0,0,0,0,6,0,0,1,2600,2300,2350,15600,0,0,1,0,0,0,1
